fixture_id,date,referee,home_team,away_team,home_goals,away_goals,home_corners,away_corners,total_corners,home_cards,away_cards,total_cards,
1031395,2023-10-30 03:00:00+00:00,Daniel Quintero,Club Tijuana,Atlas,2,0,3,3,6,3,5,8,
1031396,2023-11-01 01:00:00+00:00,César Ramos,Club Queretaro,Guadalajara Chivas,1,2,7,5,12,1,5,6,
1031397,2023-11-01 03:00:00+00:00,Adonai Escobedo,León,U.N.A.M. - Pumas,1,1,8,9,17,2,2,4,
1031398,2023-11-01 03:05:00+00:00,Oscar Mejía,Monterrey,Necaxa,3,0,8,3,11,0,0,0,
1031429,2023-11-01 01:00:00+00:00,Oscar Macías,Toluca,Puebla,0,1,2,4,6,3,2,5,
1031399,2023-11-02 01:00:00+00:00,Luis Santander,Atlas,CF Pachuca,0,2,10,2,12,3,5,8,
1031400,2023-11-02 01:00:00+00:00,Daniel Quintero,Cruz Azul,FC Juarez,2,0,4,3,7,2,2,4,
1031401,2023-11-02 03:00:00+00:00,Fernando Hernández,Mazatlán,Santos Laguna,3,1,3,10,13,0,4,4,
1031402,2023-11-02 03:00:00+00:00,Fernando Guerrero,Atletico San Luis,Club America,0,1,6,4,10,3,1,4,
1031403,2023-11-02 03:06:00+00:00,Marco Ortíz,Club Tijuana,Tigres UANL,2,0,4,4,8,3,4,7,
1031404,2023-11-04 03:00:00+00:00,Edgar Morales,Puebla,León,5,4,4,7,11,5,3,8,
1031405,2023-11-04 22:55:00+00:00,Luis Santander,Tigres UANL,Atletico San Luis,2,2,12,0,12,2,2,4,
1031406,2023-11-05 01:00:00+00:00,Oscar Mejía,Club America,Club Tijuana,3,0,2,3,5,1,4,5,
1031407,2023-11-05 03:05:00+00:00,Adonai Escobedo,Guadalajara Chivas,Cruz Azul,1,0,4,4,8,1,3,4,
1031408,2023-11-05 03:05:00+00:00,Daniel Quintero,CF Pachuca,Monterrey,0,2,9,3,12,2,1,3,
1031409,2023-11-05 18:00:00+00:00,Fernando Guerrero,U.N.A.M. - Pumas,Atlas,3,0,7,1,8,2,3,5,
1031410,2023-11-05 22:00:00+00:00,César Ramos,Necaxa,Mazatlán,4,0,4,2,6,1,5,6,
1031411,2023-11-06 00:05:00+00:00,Victor Cáceres,Santos Laguna,Toluca,3,1,4,11,15,3,3,6,
1031412,2023-11-06 02:06:00+00:00,Marco Ortíz,FC Juarez,Club Queretaro,0,3,5,4,9,4,1,5,
1031358,2023-11-09 02:00:00+00:00,Fernando Guerrero,Monterrey,Santos Laguna,3,0,8,5,13,1,2,3,
1031413,2023-11-11 01:00:00+00:00,Guillermo Pacheco,Atlas,Necaxa,0,0,4,4,8,7,2,9,
1031414,2023-11-11 01:06:00+00:00,Adonai Escobedo,Mazatlán,Toluca,1,0,2,4,6,0,1,1,
1031415,2023-11-11 03:10:00+00:00,Fernando Hernández,Club Tijuana,CF Pachuca,2,3,6,4,10,0,7,7,
1031416,2023-11-11 23:00:00+00:00,Victor Cáceres,Club Queretaro,Monterrey,0,0,1,6,7,2,2,4,
1031417,2023-11-11 23:00:00+00:00,Marco Ortíz,Atletico San Luis,Santos Laguna,0,2,5,6,11,3,0,3,
1031418,2023-11-12 01:00:00+00:00,Oscar Mejía,U.N.A.M. - Pumas,Guadalajara Chivas,1,0,6,3,9,2,2,4,
1031419,2023-11-12 03:10:00+00:00,Diego Montaño,Tigres UANL,Club America,0,0,9,7,16,1,1,2,
1031420,2023-11-13 00:00:00+00:00,Luis Santander,Cruz Azul,Puebla,1,2,8,4,12,2,4,6,
1031421,2023-11-13 02:05:00+00:00,Ismael López,León,FC Juarez,2,1,12,0,12,4,11,15,
1142059,2023-11-24 01:00:00+00:00,Adonai Escobedo,Atletico San Luis,León,3,2,0,6,6,2,3,5,
1142060,2023-11-24 03:10:00+00:00,Fernando Guerrero,Santos Laguna,Mazatlán,2,1,8,4,12,3,3,6,
1144268,2023-11-27 02:06:00+00:00,César Ramos,León,Santos Laguna,3,2,6,10,16,5,0,5,
1144265,2023-11-30 01:06:00+00:00,Marco Ortíz,León,Club America,2,2,6,6,12,6,2,8,
1144266,2023-11-30 03:10:00+00:00,Daniel Quintero,Atletico San Luis,Monterrey,1,0,10,4,14,2,3,5,
1142042,2023-12-01 03:05:00+00:00,Fernando Hernández,Guadalajara Chivas,U.N.A.M. - Pumas,1,0,6,5,11,3,2,5,
1142057,2023-12-01 01:10:00+00:00,Oscar Mejía,Puebla,Tigres UANL,2,2,0,8,8,1,2,3,
1144267,2023-12-03 03:10:00+00:00,Victor Cáceres,Monterrey,Atletico San Luis,1,1,10,0,10,2,1,3,
1144390,2023-12-03 01:00:00+00:00,Fernando Guerrero,Club America,León,2,0,6,2,8,1,2,3,
1142043,2023-12-04 00:00:00+00:00,César Ramos,U.N.A.M. - Pumas,Guadalajara Chivas,3,0,4,5,9,2,1,3,
1142058,2023-12-04 02:10:00+00:00,Adonai Escobedo,Tigres UANL,Puebla,3,0,3,3,6,2,4,6,
1145600,2023-12-07 03:00:00+00:00,Adonai Escobedo,Atletico San Luis,Club America,0,5,5,4,9,1,0,1,
1145602,2023-12-08 03:00:00+00:00,Marco Ortíz,U.N.A.M. - Pumas,Tigres UANL,0,1,1,6,7,4,3,7,
1145601,2023-12-10 02:00:00+00:00,César Ramos,Club America,Atletico San Luis,0,2,6,5,11,0,0,0,
1145603,2023-12-11 02:00:00+00:00,Fernando Guerrero,Tigres UANL,U.N.A.M. - Pumas,1,1,3,2,5,2,6,8,
1147013,2023-12-15 03:00:00+00:00,Marco Ortíz,Tigres UANL,Club America,1,1,9,2,11,2,1,3,
1150211,2024-01-13 01:00:00+00:00,Abraham Quirarte,Club Queretaro,Toluca,2,2,5,8,13,3,2,5,
1150212,2024-01-13 03:00:00+00:00,Maximiliano Quintero,Mazatlán,Atletico San Luis,0,1,10,4,14,1,1,2,
1150213,2024-01-14 01:00:00+00:00,Ismael López,Cruz Azul,CF Pachuca,0,1,4,4,8,2,2,4,
1150214,2024-01-14 01:05:00+00:00,Jorge Camacho,Guadalajara Chivas,Santos Laguna,1,1,11,2,13,3,3,6,
1150215,2024-01-14 03:00:00+00:00,Guillermo Pacheco,Monterrey,Puebla,2,0,3,5,8,0,3,3,
1150216,2024-01-14 03:00:00+00:00,Edgar Morales,Club Tijuana,Club America,0,2,10,1,11,2,1,3,
1150217,2024-01-14 18:00:00+00:00,Mario Terrazas,U.N.A.M. - Pumas,FC Juarez,1,0,5,3,8,3,3,6,
1150218,2024-01-15 00:00:00+00:00,Ismael López,Necaxa,Atlas,2,1,7,2,9,4,6,10,
1150219,2024-01-18 01:00:00+00:00,Jesus López,León,Tigres UANL,1,2,9,3,12,1,1,2,
1150220,2024-01-20 01:00:00+00:00,Vicente Arce,Puebla,Necaxa,1,2,7,5,12,1,3,4,
1150221,2024-01-20 03:00:00+00:00,Ismael López,Atletico San Luis,U.N.A.M. - Pumas,3,1,4,8,12,2,4,6,
1150222,2024-01-20 03:10:00+00:00,Erick Miranda,FC Juarez,Cruz Azul,0,0,4,13,17,2,3,5,
1150223,2024-01-20 23:00:00+00:00,Jorge Camacho,Toluca,Mazatlán,4,1,5,2,7,4,2,6,
1150224,2024-01-21 01:05:00+00:00,Maximiliano Quintero,Club America,Club Queretaro,2,0,10,3,13,1,3,4,
1150225,2024-01-21 03:10:00+00:00,Oscar Macías,Atlas,Club Tijuana,0,0,10,0,10,2,0,2,
1150227,2024-01-22 00:00:00+00:00,Guillermo Pacheco,Tigres UANL,Guadalajara Chivas,1,0,2,1,3,1,3,4,
1150228,2024-01-22 02:05:00+00:00,Edgar Morales,Santos Laguna,Monterrey,0,2,6,5,11,5,3,8,
1150238,2024-01-25 01:00:00+00:00,Victor Cáceres,Atletico San Luis,Tigres UANL,1,2,1,6,7,2,1,3,
1150239,2024-01-25 01:00:00+00:00,Marco Ortíz,Monterrey,Club Queretaro,1,1,9,1,10,1,2,3,
1150240,2024-01-25 03:06:00+00:00,Luis Santander,FC Juarez,Club America,0,2,4,5,9,5,1,6,
1150229,2024-01-27 01:00:00+00:00,Ismael López,Puebla,Toluca,1,1,3,3,6,3,3,6,
1150230,2024-01-27 03:00:00+00:00,Brian González,Club Tijuana,Guadalajara Chivas,1,1,5,2,7,4,6,10,
1150231,2024-01-27 23:00:00+00:00,Luis Santander,Cruz Azul,Mazatlán,2,1,8,2,10,2,4,6,
1150232,2024-01-27 23:00:00+00:00,Daniel Quintero,León,Santos Laguna,3,2,6,4,10,2,5,7,
1150233,2024-01-28 01:00:00+00:00,Jesus López,Monterrey,Atletico San Luis,3,1,1,4,5,1,0,1,
1150234,2024-01-28 03:05:00+00:00,Diego Montaño,Necaxa,Club America,0,0,5,7,12,3,4,7,
1150236,2024-01-28 23:15:00+00:00,Maximiliano Quintero,U.N.A.M. - Pumas,CF Pachuca,3,1,3,7,10,5,4,9,
1150235,2024-01-29 01:00:00+00:00,Fernando Hernández,Atlas,FC Juarez,2,1,6,10,16,8,3,11,
1150237,2024-01-29 03:00:00+00:00,Ismael López,Club Queretaro,Tigres UANL,1,1,3,7,10,6,2,8,
1150241,2024-01-31 01:00:00+00:00,Jesus López,Cruz Azul,Club Tijuana,1,0,11,3,14,6,2,8,
1150242,2024-01-31 01:00:00+00:00,Edgar Morales,Mazatlán,León,2,2,4,4,8,1,3,4,
1150243,2024-01-31 03:05:00+00:00,Fernando Hernández,Guadalajara Chivas,Toluca,3,2,5,7,12,4,4,8,
1150245,2024-01-31 03:00:00+00:00,Brian González,Santos Laguna,Puebla,3,0,3,7,10,2,3,5,
1150244,2024-02-01 01:00:00+00:00,Daniel Quintero,CF Pachuca,Atlas,4,3,7,4,11,2,6,8,
1150246,2024-02-01 03:00:00+00:00,César Ramos,U.N.A.M. - Pumas,Necaxa,2,2,11,4,15,1,7,8,
1150247,2024-02-03 01:00:00+00:00,Jorge Camacho,Club Queretaro,Cruz Azul,1,3,2,7,9,5,1,6,
1150248,2024-02-03 03:00:00+00:00,Fernando Guerrero,Puebla,Mazatlán,3,2,6,7,13,5,3,8,
1150249,2024-02-03 23:00:00+00:00,Ismael López,Toluca,León,4,1,6,3,9,3,0,3,
1150250,2024-02-04 23:06:00+00:00,Marco Ortíz,FC Juarez,Necaxa,2,2,6,3,9,2,3,5,
1150251,2024-02-04 01:10:00+00:00,Guillermo Pacheco,CF Pachuca,Club Tijuana,3,2,11,5,16,4,6,10,
1150252,2024-02-04 01:05:00+00:00,Fernando Hernández,Tigres UANL,U.N.A.M. - Pumas,2,2,6,4,10,1,4,5,
1150253,2024-02-04 03:10:00+00:00,César Ramos,Club America,Monterrey,1,1,5,4,9,1,4,5,
1150254,2024-02-05 00:00:00+00:00,Mario Terrazas,Atlas,Santos Laguna,3,0,10,4,14,3,1,4,
1150255,2024-02-05 01:00:00+00:00,Oscar Mejía,Atletico San Luis,Guadalajara Chivas,0,2,6,5,11,5,3,8,
1150226,2024-02-08 03:10:00+00:00,Abraham Quirarte,CF Pachuca,León,3,2,4,3,7,2,4,6,
1150256,2024-02-10 01:00:00+00:00,Victor Cáceres,Mazatlán,Atlas,2,0,5,4,9,2,3,5,
1150257,2024-02-10 03:10:00+00:00,Adonai Escobedo,Club Tijuana,Club Queretaro,1,1,3,4,7,3,4,7,
1150258,2024-02-10 23:00:00+00:00,Daniel Quintero,Necaxa,Toluca,3,3,2,6,8,1,2,3,
1150259,2024-02-10 23:05:00+00:00,Vicente Arce,Guadalajara Chivas,FC Juarez,2,1,3,3,6,4,2,6,
1150260,2024-02-11 01:05:00+00:00,Fernando Guerrero,Cruz Azul,Atletico San Luis,3,0,3,5,8,0,2,2,
1150261,2024-02-11 01:00:00+00:00,Marco Ortíz,León,Club America,0,1,6,13,19,3,3,6,
1150262,2024-02-11 03:10:00+00:00,Fernando Hernández,Monterrey,CF Pachuca,3,2,5,2,7,1,2,3,
1150263,2024-02-11 03:10:00+00:00,Oscar Mejía,Santos Laguna,Tigres UANL,0,3,9,1,10,2,5,7,
1150264,2024-02-11 18:00:00+00:00,Guillermo Pacheco,U.N.A.M. - Pumas,Puebla,3,0,5,3,8,0,4,4,
1150283,2024-02-15 03:00:00+00:00,Jesus López,Atlas,U.N.A.M. - Pumas,0,0,6,1,7,0,4,4,
1150265,2024-02-17 01:00:00+00:00,Fernando Hernández,Club Queretaro,Necaxa,1,1,5,6,11,5,3,8,
1150266,2024-02-17 03:00:00+00:00,Adonai Escobedo,Mazatlán,Guadalajara Chivas,2,2,10,2,12,1,4,5,
1150268,2024-02-17 23:00:00+00:00,Daniel Quintero,Atletico San Luis,Club Tijuana,3,3,5,1,6,1,3,4,
1150269,2024-02-18 01:00:00+00:00,Victor Cáceres,CF Pachuca,Club America,2,1,4,5,9,4,1,5,
1150270,2024-02-18 03:05:00+00:00,Marco Ortíz,Cruz Azul,Tigres UANL,1,0,10,5,15,4,6,10,
1150271,2024-02-18 22:00:00+00:00,Oscar Mejía,Atlas,León,0,1,8,2,10,0,5,5,
1150272,2024-02-19 00:05:00+00:00,Ismael López,U.N.A.M. - Pumas,Santos Laguna,3,0,10,5,15,4,1,5,
1150273,2024-02-19 02:10:00+00:00,Luis Santander,Monterrey,Toluca,0,0,4,4,8,0,2,2,
1150284,2024-02-21 01:00:00+00:00,Maximiliano Quintero,Puebla,CF Pachuca,1,4,7,5,12,4,2,6,
1150285,2024-02-21 03:00:00+00:00,Brian González,Necaxa,Guadalajara Chivas,1,0,4,11,15,4,3,7,
1150286,2024-02-22 01:00:00+00:00,Abraham Quirarte,Toluca,Santos Laguna,1,0,5,4,9,3,2,5,
1150287,2024-02-22 03:00:00+00:00,Diego Montaño,León,Cruz Azul,2,3,4,4,8,2,3,5,
1150288,2024-02-22 03:00:00+00:00,Ismael López,Club America,Mazatlán,2,2,7,3,10,0,3,3,
1150274,2024-02-24 01:00:00+00:00,Jesus López,Puebla,Club Queretaro,0,2,6,5,11,1,3,4,
1150275,2024-02-24 03:00:00+00:00,Jorge Camacho,Necaxa,CF Pachuca,1,1,1,6,7,2,3,5,
1150276,2024-02-24 03:10:00+00:00,Marco Ortíz,FC Juarez,Monterrey,0,3,0,5,5,1,1,2,
1150277,2024-02-24 23:00:00+00:00,Ismael López,León,Atletico San Luis,1,0,7,7,14,4,0,4,
1150278,2024-02-25 01:05:00+00:00,Oscar Macías,Guadalajara Chivas,U.N.A.M. - Pumas,3,1,4,6,10,0,1,1,
1150279,2024-02-25 01:00:00+00:00,César Ramos,Tigres UANL,Atlas,1,1,5,3,8,1,3,4,
1150280,2024-02-25 03:10:00+00:00,Oscar Mejía,Club America,Cruz Azul,1,0,2,12,14,0,3,3,
1150281,2024-02-25 18:00:00+00:00,Diego Montaño,Toluca,Club Tijuana,2,0,3,6,9,2,2,4,
1150282,2024-02-26 00:00:00+00:00,Fernando Guerrero,Santos Laguna,Mazatlán,1,0,3,5,8,2,2,4,
1150289,2024-02-28 01:00:00+00:00,Edgar Morales,Club Queretaro,Atletico San Luis,4,1,3,5,8,4,3,7,
1150290,2024-02-29 01:00:00+00:00,Jesus López,Tigres UANL,FC Juarez,1,0,7,1,8,1,3,4,
1150291,2024-02-29 03:00:00+00:00,Oscar Mejía,Club Tijuana,Monterrey,1,1,5,8,13,4,3,7,
1150292,2024-03-02 01:00:00+00:00,Brian González,Club Queretaro,Santos Laguna,0,1,7,3,10,5,4,9,
1150293,2024-03-02 01:00:00+00:00,Vicente Arce,Atletico San Luis,Puebla,4,0,2,4,6,2,2,4,
1150294,2024-03-02 03:00:00+00:00,Marco Ortíz,Mazatlán,Necaxa,2,1,5,1,6,2,6,8,
1150295,2024-03-02 23:00:00+00:00,Adonai Escobedo,Toluca,Tigres UANL,2,1,6,1,7,2,5,7,
1150296,2024-03-03 01:00:00+00:00,Abraham Quirarte,CF Pachuca,FC Juarez,3,2,5,3,8,2,4,6,
1150297,2024-03-03 01:05:00+00:00,César Ramos,Cruz Azul,Guadalajara Chivas,3,0,1,5,6,0,2,2,
1150298,2024-03-03 03:10:00+00:00,Fernando Guerrero,Atlas,Club America,1,5,1,7,8,4,0,4,
1150299,2024-03-04 01:00:00+00:00,Victor Cáceres,Monterrey,U.N.A.M. - Pumas,3,0,8,5,13,0,2,2,
1150300,2024-03-04 03:00:00+00:00,Guillermo Pacheco,Club Tijuana,León,1,1,6,2,8,2,3,5,
1150301,2024-03-09 01:00:00+00:00,Luis Santander,Puebla,Atlas,2,2,4,10,14,1,2,3,
1150302,2024-03-09 03:10:00+00:00,Fernando Guerrero,FC Juarez,Toluca,1,1,3,6,9,0,0,0,
1150303,2024-03-09 03:00:00+00:00,Fernando Hernández,Necaxa,Atletico San Luis,3,1,3,5,8,3,6,9,
1150304,2024-03-09 23:05:00+00:00,Daniel Quintero,Guadalajara Chivas,León,1,2,7,1,8,4,1,5,
1150305,2024-03-10 01:00:00+00:00,Katia García,CF Pachuca,Club Queretaro,1,2,8,2,10,0,6,6,
1150306,2024-03-10 01:00:00+00:00,Adonai Escobedo,Santos Laguna,Cruz Azul,3,0,2,9,11,7,6,13,
1150307,2024-03-10 03:00:00+00:00,Victor Cáceres,Club America,Tigres UANL,2,0,4,9,13,2,0,2,
1150308,2024-03-10 18:00:00+00:00,Marco Ortíz,U.N.A.M. - Pumas,Club Tijuana,3,3,8,3,11,5,2,7,
1150309,2024-03-11 01:00:00+00:00,César Ramos,Monterrey,Mazatlán,2,1,3,4,7,2,2,4,
1150310,2024-03-16 01:00:00+00:00,Luis Santander,Club Queretaro,FC Juarez,1,0,7,5,12,5,2,7,
1150311,2024-03-16 03:00:00+00:00,Daniel Quintero,Club Tijuana,Santos Laguna,2,2,10,4,14,4,0,4,
1150312,2024-03-16 23:00:00+00:00,Fernando Guerrero,Cruz Azul,Necaxa,1,2,14,1,15,4,2,6,
1150313,2024-03-17 01:00:00+00:00,Karen Hernández,León,Puebla,2,1,3,11,14,1,5,6,
1150315,2024-03-17 01:00:00+00:00,Oscar Mejía,Tigres UANL,Mazatlán,5,1,4,9,13,1,0,1,
1150316,2024-03-17 03:05:00+00:00,Fernando Hernández,Guadalajara Chivas,Club America,0,0,3,6,9,4,2,6,
1150317,2024-03-17 23:00:00+00:00,Ismael López,Atlas,Monterrey,1,2,7,3,10,4,1,5,
1150314,2024-03-18 01:00:00+00:00,César Ramos,Toluca,U.N.A.M. - Pumas,3,0,6,4,10,1,3,4,
1150318,2024-03-18 01:00:00+00:00,Victor Cáceres,Atletico San Luis,CF Pachuca,2,1,3,11,14,6,1,7,
1150267,2024-03-24 01:00:00+00:00,César Ramos,FC Juarez,Puebla,4,3,6,4,10,1,0,1,
1150319,2024-03-30 01:00:00+00:00,Jorge Camacho,Puebla,Tigres UANL,2,3,8,10,18,1,1,2,
1150320,2024-03-30 03:00:00+00:00,Fernando Guerrero,Mazatlán,Club Tijuana,2,0,3,3,6,1,3,4,
1150321,2024-03-30 02:00:00+00:00,Jesus López,Club America,Atletico San Luis,2,1,9,8,17,1,1,2,
1150322,2024-03-31 01:00:00+00:00,Daniel Quintero,CF Pachuca,Toluca,2,3,4,1,5,5,2,7,
1150323,2024-03-31 01:00:00+00:00,Adonai Escobedo,Monterrey,Guadalajara Chivas,0,2,4,3,7,5,0,5,
1150324,2024-03-31 03:05:00+00:00,Fernando Hernández,U.N.A.M. - Pumas,Cruz Azul,0,0,5,1,6,2,2,4,
1150325,2024-03-31 23:00:00+00:00,César Ramos,Atlas,Club Queretaro,2,3,5,6,11,6,2,8,
1150326,2024-04-01 01:00:00+00:00,Victor Cáceres,Necaxa,León,1,2,3,4,7,1,1,2,
1150327,2024-04-01 01:36:00+00:00,Erick Miranda,FC Juarez,Santos Laguna,2,1,5,2,7,3,0,3,
1150328,2024-04-06 01:00:00+00:00,Victor Cáceres,Mazatlán,U.N.A.M. - Pumas,0,4,5,7,12,2,5,7,
1150329,2024-04-06 03:10:00+00:00,Ismael López,Club Tijuana,Necaxa,2,3,5,3,8,3,3,6,
1150330,2024-04-06 23:00:00+00:00,Adonai Escobedo,León,Club Queretaro,0,2,9,4,13,0,0,0,
1150331,2024-04-07 01:05:00+00:00,Fernando Guerrero,Guadalajara Chivas,Puebla,3,2,6,2,8,2,2,4,
1150332,2024-04-07 01:00:00+00:00,Fernando Hernández,Tigres UANL,CF Pachuca,0,3,6,1,7,3,2,5,
1150333,2024-04-07 03:05:00+00:00,Marco Ortíz,Cruz Azul,Monterrey,2,1,9,3,12,2,4,6,
1150334,2024-04-07 03:05:00+00:00,Luis Santander,Santos Laguna,Club America,1,1,2,10,12,2,3,5,
1150335,2024-04-07 18:00:00+00:00,Karen Hernández,Toluca,Atlas,4,1,7,1,8,0,3,3,
1150336,2024-04-08 00:00:00+00:00,Oscar Mejía,Atletico San Luis,FC Juarez,2,3,4,6,10,1,4,5,
1150337,2024-04-13 01:06:00+00:00,Marco Ortíz,Club Queretaro,Mazatlán,0,2,8,2,10,3,3,6,
1150338,2024-04-13 03:00:00+00:00,Fernando Hernández,Necaxa,Santos Laguna,2,0,3,8,11,1,1,2,
1150339,2024-04-13 03:00:00+00:00,Katia García,Puebla,Cruz Azul,0,1,2,3,5,5,0,5,
1150340,2024-04-13 23:00:00+00:00,Jesus López,CF Pachuca,Guadalajara Chivas,0,1,11,1,12,2,6,8,
1150341,2024-04-14 01:05:00+00:00,Adonai Escobedo,Club America,Toluca,5,1,3,8,11,4,2,6,
1150342,2024-04-14 03:10:00+00:00,César Ramos,Monterrey,Tigres UANL,3,3,12,2,14,1,7,8,
1150343,2024-04-15 00:00:00+00:00,Victor Cáceres,Atlas,Atletico San Luis,2,1,13,4,17,0,2,2,
1150344,2024-04-15 00:00:00+00:00,Daniel Quintero,U.N.A.M. - Pumas,León,1,0,7,4,11,1,3,4,
1150345,2024-04-15 02:06:00+00:00,Luis Santander,FC Juarez,Club Tijuana,0,1,5,4,9,1,1,2,
1150346,2024-04-20 01:00:00+00:00,Fernando Hernández,Mazatlán,FC Juarez,0,2,8,7,15,2,0,2,
1150347,2024-04-20 03:00:00+00:00,Daniel Quintero,Atletico San Luis,Toluca,1,5,9,3,12,3,2,5,
1150348,2024-04-20 03:10:00+00:00,Adonai Escobedo,Club Tijuana,Puebla,3,1,8,1,9,3,4,7,
1150349,2024-04-20 23:00:00+00:00,Victor Cáceres,León,Monterrey,2,0,2,3,5,2,1,3,
1150350,2024-04-21 01:05:00+00:00,Marco Ortíz,Tigres UANL,Necaxa,5,2,4,1,5,2,3,5,
1150351,2024-04-21 01:05:00+00:00,Oscar Mejía,Guadalajara Chivas,Club Queretaro,2,0,6,0,6,2,5,7,
1150352,2024-04-21 03:10:00+00:00,Fernando Guerrero,U.N.A.M. - Pumas,Club America,2,1,2,3,5,5,7,12,
1150354,2024-04-21 01:05:00+00:00,Ismael López,Santos Laguna,CF Pachuca,0,2,1,6,7,0,3,3,
1150353,2024-04-22 00:00:00+00:00,Luis Santander,Cruz Azul,Atlas,2,2,11,0,11,2,1,3,
1150355,2024-04-27 01:00:00+00:00,Guillermo Pacheco,Puebla,Club America,1,2,4,3,7,1,0,1,
1150356,2024-04-27 03:10:00+00:00,Ismael López,Club Queretaro,U.N.A.M. - Pumas,1,1,4,5,9,4,1,5,
1150357,2024-04-27 23:06:00+00:00,Adonai Escobedo,FC Juarez,León,1,1,9,11,20,2,4,6,
1150358,2024-04-28 01:00:00+00:00,Fernando Hernández,Tigres UANL,Club Tijuana,4,1,4,5,9,2,3,5,
1150359,2024-04-28 01:10:00+00:00,Luis Santander,CF Pachuca,Mazatlán,1,1,6,5,11,1,1,2,
1150360,2024-04-28 01:00:00+00:00,Fernando Guerrero,Toluca,Cruz Azul,0,1,6,4,10,0,2,2,
1150361,2024-04-28 03:10:00+00:00,Marco Ortíz,Atlas,Guadalajara Chivas,0,1,5,5,10,5,3,8,
1150362,2024-04-29 00:00:00+00:00,Jesus López,Necaxa,Monterrey,2,5,5,3,8,5,2,7,
1150363,2024-04-29 00:00:00+00:00,Ismael López,Santos Laguna,Atletico San Luis,0,3,3,5,8,4,4,8,
1198553,2024-05-06 02:06:00+00:00,Fernando Hernández,CF Pachuca,Necaxa,2,1,9,4,13,7,5,12,
1197967,2024-05-09 01:05:00+00:00,Oscar Mejía,Guadalajara Chivas,Toluca,1,0,3,3,6,1,1,2,
1198984,2024-05-09 03:16:00+00:00,Fernando Guerrero,CF Pachuca,Club America,1,1,8,4,12,1,1,2,
1197969,2024-05-10 03:10:00+00:00,Marco Ortíz,Tigres UANL,Monterrey,1,2,2,0,2,3,5,8,
1198551,2024-05-10 01:00:00+00:00,Luis Santander,U.N.A.M. - Pumas,Cruz Azul,0,2,7,2,9,2,2,4,
1197968,2024-05-12 02:10:00+00:00,César Ramos,Toluca,Guadalajara Chivas,0,0,7,5,12,5,3,8,
1198985,2024-05-12 00:00:00+00:00,Victor Cáceres,Club America,CF Pachuca,1,1,11,2,13,4,3,7,
1197970,2024-05-13 03:10:00+00:00,Fernando Hernández,Monterrey,Tigres UANL,1,1,3,5,8,2,3,5,
1198552,2024-05-13 01:00:00+00:00,Daniel Quintero,Cruz Azul,U.N.A.M. - Pumas,2,2,2,5,7,2,7,9,
1199963,2024-05-16 02:05:00+00:00,Oscar Mejía,Guadalajara Chivas,Club America,0,0,5,3,8,1,1,2,
1200174,2024-05-17 03:00:00+00:00,Daniel Quintero,Monterrey,Cruz Azul,0,1,8,2,10,1,1,2,
1199964,2024-05-19 02:00:00+00:00,César Ramos,Club America,Guadalajara Chivas,1,0,4,3,7,0,2,2,
1200175,2024-05-20 00:00:00+00:00,Fernando Guerrero,Cruz Azul,Monterrey,1,2,1,5,6,1,4,5,
1200843,2024-05-24 02:00:00+00:00,Fernando Hernández,Cruz Azul,Club America,1,1,7,3,10,0,0,0,
1200844,2024-05-27 01:00:00+00:00,Marco Ortíz,Club America,Cruz Azul,1,0,3,6,9,3,1,4,
1206004,2024-07-05 22:45:00+00:00,Jorge Camacho,Puebla,Santos Laguna,1,0,8,1,9,1,3,4,
1206003,2024-07-06 01:00:00+00:00,Luis García,Club Queretaro,Club Tijuana,1,2,4,7,11,3,0,3,
1206005,2024-07-06 03:10:00+00:00,Oscar Macías,FC Juarez,Atlas,2,2,2,5,7,2,2,4,
1206006,2024-07-06 23:00:00+00:00,Ismael López,Atletico San Luis,Club America,2,1,5,2,7,2,2,4,
1206007,2024-07-07 01:00:00+00:00,Vicente Arce,Tigres UANL,Necaxa,1,0,7,5,12,0,1,1,
1206008,2024-07-07 01:00:00+00:00,Jesus López,Guadalajara Chivas,Toluca,0,0,4,6,10,1,2,3,
1206009,2024-07-07 03:00:00+00:00,Karen Hernández,Cruz Azul,Mazatlán,1,0,6,0,6,5,1,6,
1206010,2024-07-07 18:00:00+00:00,Maximiliano Quintero,U.N.A.M. - Pumas,León,4,1,6,3,9,1,3,4,
1206011,2024-07-08 01:06:00+00:00,Ismael López,CF Pachuca,Monterrey,0,1,8,1,9,3,4,7,
1206012,2024-07-13 01:00:00+00:00,Katia García,Club America,Club Queretaro,3,1,1,5,6,1,2,3,
1206013,2024-07-13 03:00:00+00:00,Martin Molina,Mazatlán,Atletico San Luis,2,2,5,4,9,2,1,3,
1206014,2024-07-13 03:00:00+00:00,Ismael López,Club Tijuana,Guadalajara Chivas,4,2,2,4,6,2,2,4,
1206015,2024-07-13 03:05:00+00:00,Jorge Camacho,Atlas,Tigres UANL,1,1,4,3,7,1,1,2,
1206016,2024-07-13 23:00:00+00:00,Abraham Quirarte,Necaxa,Puebla,4,1,5,5,10,2,0,2,
1206017,2024-07-13 23:00:00+00:00,Salvador Pérez Villalobos,León,CF Pachuca,0,0,9,1,10,5,5,10,
1206018,2024-07-14 01:10:00+00:00,Vicente Arce,Toluca,FC Juarez,3,2,7,3,10,0,3,3,
